species,name,breed,date_of_birth,age_in_months,weight_kg,temperature,heart_rate,respiratory_rate,blood_pressure_systolic,blood_pressure_diastolic,body_condition_score,hydration_status,mucous_membrane_color,coat_condition,appetite,energy_level,aggression,vomiting,diarrhea,coughing,limping,vaccinations,diagnosis_text,treatment_text,allergies,chronic_conditions,prescriptions,health_status
Cat,Leo,Maine Coon,2013-12-24,143,2.2,37.8,147,12,128,75,9,severe_dehydration,pink,matted,normal,hyperactive,none,True,True,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-03', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-05-30', 'status': 'overdue'}]",Severe gastroenteritis and dehydration.,Referral to internal medicine specialist.,[],[],['Amoxicillin'],Unhealthy
Cat,Smokey,Sphynx,2025-01-11,10,5.5,38.8,152,26,155,93,5,normal,pink,healthy,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-09-02', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Lucy,Domestic Shorthair,2015-09-05,122,4.7,38.6,167,23,163,100,4,normal,pink,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-06-29', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-02-05', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-02-11', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Smokey,Sphynx,2015-01-09,130,4.7,38.8,182,23,167,94,6,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-04-08', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Dental Disease']",['Metronidazole'],Healthy
Cat,Luna,Other,2011-10-15,169,4.9,37.1,141,22,111,93,9,moderate_dehydration,pink,matted,decreased,lethargic,none,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-08-28', 'status': 'overdue'}]",Severe upper respiratory infection with high fever.,Hospitalization for IV fluids and supportive care.,[],[],['Metronidazole'],Unhealthy
Cat,Kitty,Scottish Fold,2015-11-17,120,5.0,39.0,208,23,131,76,5,mild_dehydration,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-10-01', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-07-18', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Dental Disease']",['Prednisolone'],Healthy
Cat,Nala,Persian,2018-12-24,83,4.8,38.8,226,30,154,98,4,normal,pink,healthy,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-10-09', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-07-27', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-02-29', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],"['Chronic Kidney Disease', 'Feline Hyperthyroidism']",['Metronidazole'],Healthy
Cat,Nala,Other,2022-12-25,35,3.8,38.4,231,25,206,95,5,normal,pink,greasy,normal,normal,mild,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-07-11', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],['Metronidazole'],Healthy
Cat,Shadow,Ragdoll,2018-02-15,93,3.9,39.0,195,23,153,88,7,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-01', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-11-30', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-09-17', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Chronic Kidney Disease']",[],Healthy
Cat,Leo,Domestic Shorthair,2016-05-24,114,3.0,38.8,173,25,154,99,5,normal,pink,dull,normal,lethargic,none,True,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Bengal,2014-01-21,142,4.2,38.3,152,27,138,96,3,mild_dehydration,red,healthy,increased,normal,moderate,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],At Risk
Cat,Max,Maine Coon,2020-11-23,60,6.6,38.5,183,24,153,108,5,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Smokey,Other,2012-08-02,159,5.8,38.7,172,22,112,82,5,normal,pink,healthy,normal,normal,mild,False,False,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-10-19', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Bella,Siamese,2021-10-05,49,4.2,38.4,184,28,152,102,3,moderate_dehydration,pink,dull,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-05-31', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-09-17', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],"['Dental Disease', 'Feline Hyperthyroidism']",['Metronidazole'],At Risk
Cat,Milo,Persian,2015-07-11,124,4.4,38.3,197,25,137,111,5,normal,pink,healthy,normal,normal,none,True,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Pollen', 'Fish Protein']",['Chronic Kidney Disease'],['Amoxicillin'],Healthy
Cat,Tiger,Maine Coon,2017-06-13,101,2.8,38.6,182,24,138,97,5,normal,red,dull,normal,hyperactive,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-04-18', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-04-28', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-01-13', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Metronidazole'],Healthy
Cat,Kitty,Domestic Shorthair,2020-07-28,63,4.3,38.7,187,25,154,109,4,normal,yellow,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Oliver,Scottish Fold,2024-09-25,14,5.0,38.4,168,26,150,107,5,normal,pink,healthy,normal,normal,mild,False,False,True,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-05-23', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-05-04', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],Healthy
Cat,Smokey,Scottish Fold,2015-02-10,129,5.7,38.6,164,20,126,81,5,normal,pink,healthy,normal,lethargic,mild,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-02-17', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Fish Protein']","['Dental Disease', 'Chronic Kidney Disease']",[],Healthy
Cat,Max,Siamese,2021-04-30,54,4.3,38.0,237,27,198,98,3,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-05-24', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],['Metronidazole'],At Risk
Cat,Tiger,Domestic Shorthair,2023-04-10,31,2.8,38.7,165,27,120,80,4,normal,pink,dull,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-10-31', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-05-15', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Dental Disease'],['Prednisolone'],Healthy
Cat,Lucy,Domestic Shorthair,2016-04-18,115,6.6,38.5,189,20,136,102,6,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],['Amoxicillin'],Healthy
Cat,Simba,Domestic Shorthair,2011-10-28,168,2.1,38.5,187,21,152,79,4,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2023-12-13', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-05-27', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-07-14', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Max,Ragdoll,2021-11-24,48,7.5,38.7,178,25,142,98,5,normal,pink,healthy,normal,normal,none,False,False,False,True,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-09-17', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-06-07', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-10-07', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Pollen']",[],[],Healthy
Cat,Shadow,Persian,2015-09-07,122,1.0,40.3,170,43,163,99,2,moderate_dehydration,pink,greasy,absent,lethargic,none,True,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-07-01', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-01-07', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-03-11', 'status': 'overdue'}]",Acute kidney injury suspected; further diagnostics needed.,Hospitalization for IV fluids and supportive care.,['Pollen'],[],[],Unhealthy
Cat,Leo,Bengal,2011-09-16,170,8.8,39.0,198,19,167,102,4,normal,pink,healthy,normal,hyperactive,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-10', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-09-05', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Pollen', 'Fish Protein']",[],['Amoxicillin'],Healthy
Cat,Nala,Domestic Shorthair,2015-10-22,121,3.1,39.9,185,34,198,93,9,moderate_dehydration,pink,matted,absent,lethargic,none,True,True,False,True,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-01-04', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-02-24', 'status': 'up_to_date'}]",Diabetic ketoacidosis due to uncontrolled diabetes.,Hospitalization for IV fluids and supportive care.,['Flea Bite'],[],['Prednisolone'],Unhealthy
Cat,Smokey,Siamese,2013-10-23,145,3.7,38.5,181,24,157,84,6,normal,pink,healthy,decreased,normal,none,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-08-20', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-08-05', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-07-11', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Leo,Siamese,2010-12-15,179,3.5,38.9,190,28,129,100,4,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-10-06', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-20', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-10-14', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],['Prednisolone'],Healthy
Cat,Smokey,Sphynx,2021-08-30,50,4.3,38.5,208,21,158,101,6,normal,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-10-02', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-05-24', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Kitty,Maine Coon,2022-01-19,46,6.8,39.2,167,26,167,103,5,normal,pink,healthy,normal,lethargic,mild,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-04-16', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-03-07', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Tiger,Ragdoll,2019-10-24,73,5.4,38.9,176,22,138,91,8,normal,pink,healthy,increased,hyperactive,severe,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-07-24', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Flea Bite']",[],[],At Risk
Cat,Simba,Siamese,2018-03-27,92,2.9,38.8,178,26,148,98,4,normal,pale,healthy,decreased,normal,none,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-10-20', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-02-01', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Pollen'],[],[],Healthy
Cat,Max,Maine Coon,2022-07-27,40,6.1,38.5,196,26,175,98,5,normal,yellow,dull,decreased,normal,mild,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-28', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-05-08', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],[],At Risk
Cat,Leo,Scottish Fold,2022-08-24,39,7.6,38.2,160,30,137,101,4,normal,pink,patchy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-09-18', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2023-12-04', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-08-10', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],[],[],Healthy
Cat,Chloe,Persian,2025-07-07,4,4.4,38.7,173,26,155,99,5,normal,pink,healthy,normal,normal,none,False,False,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-05-10', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-05-10', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Leo,Ragdoll,2011-06-23,173,4.0,38.5,185,25,156,102,5,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-05-19', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-05-12', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Bella,Siamese,2024-01-11,22,2.6,39.0,170,31,154,113,5,normal,pale,dull,normal,normal,severe,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-07-08', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-10-03', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-01-30', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Pollen']",[],[],Healthy
Cat,Chloe,Persian,2021-12-30,46,2.9,38.5,152,26,146,101,4,mild_dehydration,pink,healthy,decreased,hyperactive,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Ragdoll,2011-10-05,169,5.3,38.7,188,25,158,101,4,normal,pale,healthy,normal,lethargic,none,False,True,True,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-05-30', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-06-10', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Nala,Sphynx,2019-12-14,71,5.8,38.9,189,27,155,102,5,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-02-17', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-15', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Luna,Bengal,2011-12-07,167,4.5,38.7,174,27,154,82,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-02-24', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-09-21', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Dental Disease'],['Prednisolone'],Healthy
Cat,Smokey,Other,2023-05-10,30,4.5,39.5,300,18,202,130,7,moderate_dehydration,pink,greasy,decreased,normal,none,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2023-12-11', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2023-12-07', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-07-31', 'status': 'overdue'}]",Diabetic ketoacidosis due to uncontrolled diabetes.,Hospitalization for IV fluids and supportive care.,[],[],['Amoxicillin'],Unhealthy
Cat,Milo,Sphynx,2022-11-06,36,7.0,38.5,177,23,137,109,5,normal,pink,healthy,normal,normal,mild,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-06', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Pollen']",[],[],Healthy
Cat,Oliver,Domestic Shorthair,2014-12-09,131,2.5,38.4,158,25,134,81,4,mild_dehydration,pink,healthy,normal,normal,none,False,False,True,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-06-30', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Chloe,Ragdoll,2025-05-14,6,5.5,38.4,159,27,145,76,6,normal,pink,healthy,decreased,normal,moderate,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-06-12', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-04-01', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-10-26', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Flea Bite']",['Dental Disease'],[],At Risk
Cat,Leo,Bengal,2024-10-19,13,2.8,38.6,146,26,134,99,3,normal,pink,healthy,normal,normal,severe,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Lucy,Other,2012-02-03,165,3.8,38.4,208,28,150,89,6,mild_dehydration,pink,dull,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2023-12-20', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Fish Protein', 'Pollen']",[],['Metronidazole'],Healthy
Cat,Max,Bengal,2022-09-06,38,6.1,38.4,192,23,135,99,5,normal,pink,healthy,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-08-05', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-09-01', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Luna,Domestic Shorthair,2022-08-21,39,2.2,38.7,186,26,163,90,4,normal,pink,dull,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-10-24', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-02-11', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-06-26', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],['Amoxicillin'],Healthy
Cat,Max,Domestic Shorthair,2011-04-13,175,1.4,38.6,162,28,170,90,6,mild_dehydration,pink,healthy,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-03-05', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],['Dental Disease'],['Prednisolone'],Healthy
Cat,Kitty,Siamese,2013-07-06,148,4.9,38.9,177,27,129,105,4,normal,pink,dull,increased,normal,severe,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-01-28', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-09-19', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Pollen']",[],[],Healthy
Cat,Kitty,Maine Coon,2018-03-31,91,3.6,38.8,183,22,118,93,4,normal,blue,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-05-13', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-01-18', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Chronic Kidney Disease']",[],Healthy
Cat,Milo,Bengal,2022-09-09,38,5.3,38.5,103,27,165,96,5,normal,pink,healthy,absent,normal,mild,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-04-03', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-10-05', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],At Risk
Cat,Milo,Maine Coon,2018-05-27,90,5.6,38.9,202,28,152,91,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-01-30', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-08-30', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Pollen']","['Feline Hyperthyroidism', 'Dental Disease']",['Amoxicillin'],Healthy
Cat,Smokey,Siamese,2011-09-24,170,3.1,38.4,124,22,155,78,3,mild_dehydration,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-03-10', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],At Risk
Cat,Lucy,Scottish Fold,2017-01-13,106,6.1,38.7,176,26,132,98,5,normal,pink,healthy,normal,normal,severe,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],"['Dental Disease', 'Chronic Kidney Disease']",['Metronidazole'],Healthy
Cat,Smokey,Bengal,2012-12-19,155,2.7,38.6,193,25,139,98,3,normal,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-07-13', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-08-30', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-07-01', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Fish Protein']",[],[],Healthy
Cat,Kitty,Persian,2015-03-12,128,3.0,38.7,207,33,158,99,5,mild_dehydration,pink,healthy,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-11-28', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-11-17', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],[],Healthy
Cat,Shadow,Scottish Fold,2021-01-22,58,4.1,38.3,176,20,145,91,5,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Dental Disease'],[],Healthy
Cat,Max,Sphynx,2025-05-31,5,5.4,38.6,165,25,139,49,6,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Feline Hyperthyroidism'],[],Healthy
Cat,Max,Scottish Fold,2013-03-18,152,3.3,38.6,151,29,177,94,5,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-02-29', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2023-11-27', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],Healthy
Cat,Kitty,Sphynx,2011-05-02,174,3.2,38.3,211,27,169,107,6,normal,pink,matted,normal,lethargic,severe,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Dental Disease'],['Prednisolone'],At Risk
Cat,Kitty,Siamese,2024-08-19,15,5.2,38.8,171,20,140,91,5,normal,pink,healthy,normal,normal,mild,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-24', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-09-26', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],[],Healthy
Cat,Milo,Domestic Shorthair,2015-12-02,119,5.0,36.8,145,19,80,78,7,mild_dehydration,white,healthy,decreased,lethargic,none,True,True,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-25', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-06-01', 'status': 'up_to_date'}]",Severe upper respiratory infection with high fever.,Aggressive antibiotic and anti-emetic therapy.,['Flea Bite'],[],['Prednisolone'],Unhealthy
Cat,Luna,Bengal,2021-12-30,46,3.1,38.8,98,21,148,89,6,moderate_dehydration,pink,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-08-10', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Fish Protein', 'Pollen']",[],[],Healthy
Cat,Luna,Domestic Shorthair,2012-06-20,161,5.0,38.6,192,29,163,83,6,normal,pink,healthy,normal,normal,moderate,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-10-31', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Chronic Kidney Disease', 'Feline Hyperthyroidism']",['Metronidazole'],Healthy
Cat,Luna,Other,2025-08-01,3,1.3,39.0,176,30,139,104,8,normal,pink,dull,normal,normal,none,True,False,False,True,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-05-19', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-09-18', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-09-09', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Amoxicillin'],At Risk
Cat,Simba,Bengal,2018-04-01,91,5.3,40.2,183,25,154,102,9,moderate_dehydration,pink,greasy,absent,lethargic,none,True,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-04-19', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-09-21', 'status': 'overdue'}]",Acute kidney injury suspected; further diagnostics needed.,Referral to internal medicine specialist.,[],['Feline Hyperthyroidism'],['Metronidazole'],Unhealthy
Cat,Kitty,Persian,2015-10-02,121,3.0,38.9,200,23,152,94,6,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],[],Healthy
